Morning Lower Body Workout,,,
Barbell Close-Grip Bench Press,10,17.5,51
Barbell Close-Grip Bench Press,8,17.5,63
Barbell Close-Grip Bench Press,10,17.5,10
Cable Fly High,19,17.5,373
Cable Fly High,20,4,54
Cable Fly High,4,4,57
Dumbbell Lat Raise,20,4,18
Dumbbell Lat Raise,20,4,12
Cable Fly High,8,4,12
Cable Fly High,6,4,11
Dumbbell Lat Raise,20,4,23
Cable Fly High,5,4,87
Cable Fly High,14,4,40
Dumbbell Lat Raise,23,2,68
Dumbbell Tricep Kickback,20,5.5,178
Cable Rope Tricep Pushdown / Extension,21,11.5,57
Cable Rope Tricep Pushdown / Extension,20,11.5,70
,,,
Morning Full Body Workout,,,
Workout Start,2022-08-02 08:47:03,,
Workout End,2022-08-02 09:43:51,,
Total Duration (seconds),3408,,
Total Sets,33,,
Burned Calories,282,,
Total TVL (kgs),12650,,
   ,,,
All Sets,,,
Exercise,Reps,Weight (kgs),Rest Time (seconds)
Machine Hip Adduction,15,67.5,0
Machine Hip Adduction,15,67.5,32
Machine Hip Adduction,15,67.5,130
Machine Hip Abduction,15,67.5,18
Machine Hip Abduction,15,67.5,40
Machine Hip Abduction,15,67.5,150
Barbell Back Squat,10,20,169
Barbell Back Squat,10,20,49
Barbell Back Squat,10,20,70
Barbell Back Squat,5,55,178
Barbell Back Squat,5,55,77
Barbell Back Squat,5,55,70
Barbell Back Squat,5,55,82
Barbell Back Squat,5,55,81
Bodyweight Squat,20,0,238
Bodyweight Squat,10,0,66
Bodyweight Squat,10,0,57
Bodyweight Squat,10,0,55
Bodyweight Squat,10,0,0
Bodyweight Squat,10,0,0
Bodyweight Squat,10,0,0
Bodyweight Squat,10,0,0
Machine Leg Press,20,11,389
Machine Leg Press,24,25,81
Machine Leg Press,24,25,293
Machine Single-Leg Leg Curl,15,9,30
Machine Single-Leg Leg Curl,15,18,65
Machine Single-Leg Leg Curl,15,18,99
Machine Single-Leg Leg Curl,15,18,72
Machine Seated Calf Raise,15,11,446
Machine Seated Calf Raise,15,25,36
Machine Seated Calf Raise,15,25,65
Machine Seated Calf Raise,15,25,62
,,,
Morning Lower Body Workout,,,
Workout Start,2022-08-10 08:13:03,,
Workout End,2022-08-10 08:53:03,,
Total Duration (seconds),2400,,
Total Sets,26,,
Burned Calories,279,,
Total TVL (kgs),12025,,
   ,,,
All Sets,,,
Exercise,Reps,Weight (kgs),Rest Time (seconds)
Machine Hip Abduction,15,67.5,0
Machine Hip Abduction,15,67.5,25
Machine Hip Abduction,15,67.5,46
Machine Hip Adduction,15,67.5,85
Machine Hip Adduction,15,67.5,108
Machine Hip Adduction,15,67.5,212
Bodyweight Squat,20,0,119
Bodyweight Squat,12,0,4
Bodyweight Squat,20,0,70
Bodyweight Squat,10,0,79
Bodyweight Squat,16,0,84
Bodyweight Squat,16,0,36
Bodyweight Squat,16,0,52
Bodyweight Squat,16,0,63
Bodyweight Squat,16,0,16
Machine Leg Press,10,40,284
Machine Leg Press,24,32.5,4
Machine Leg Press,24,32.5,87
Machine Single-Leg Leg Curl,15,14,377
Machine Single-Leg Leg Curl,15,23,56
Machine Single-Leg Leg Curl,15,23,78
Machine Single-Leg Leg Curl,15,23,105
Machine Seated Calf Raise,15,25,97
Machine Seated Calf Raise,15,25,49
Machine Seated Calf Raise,15,25,56
Machine Seated Calf Raise,15,25,56
,,,
Afternoon Full Body Workout,,,
Workout Start,2022-08-11 12:14:02,,
Workout End,2022-08-11 12:58:47,,
Total Duration (seconds),2685,,
Total Sets,25,,
Burned Calories,588,,
Total TVL (kgs),2398,,
   ,,,
All Sets,,,
Exercise,Reps,Weight (kgs),Rest Time (seconds)
Cable Rope Bicep Curl,15,10,0
Cable Rope Bicep Curl,15,10,34
Cable Rope Bicep Curl,15,10,3
Cable Bar Tricep Pushdown / Extension,15,13.5,16
Cable Bar Tricep Pushdown / Extension,30,13.5,73
Cable Bar Tricep Pushdown / Extension,16,13.5,36
Bodyweight Squat,10,0,368
Bodyweight Squat,10,0,3
Bodyweight Squat,10,0,61
Dumbbell Goblet Squat,10,13.5,47
Push Up,19,0,407
Push Up,26,0,7
Push Up,3,0,28
Push Up,53,0,42
Push Up,49,0,11
Push Up,64,0,49
Push Up,46,0,112
Push Up,26,0,40
Push Up,43,0,12
Push Up,8,0,58
Bodyweight Lunge,7,0,108
Cable V-Handle Seated Row,15,23,121
Cable V-Handle Seated Row,13,23,36
Cable V-Handle Seated Row,15,23,31
Push Up,20,0,218
,,,
Morning Full Body Workout,,,
Workout Start,2022-08-12 09:59:17,,
Workout End,2022-08-12 10:55:07,,
Total Duration (seconds),3350,,
Total Sets,23,,
Burned Calories,241,,
Total TVL (kgs),5858,,
   ,,,
All Sets,,,
Exercise,Reps,Weight (kgs),Rest Time (seconds)
Resistance Band Lateral Walk,10,0,0
Resistance Band Lateral Walk,10,0,84
Resistance Band Lateral Walk,10,0,134
Machine Hip Abduction,10,0,115
Machine Hip Abduction,10,0,163
Machine Hip Abduction,10,0,46
Barbell Deadlift,10,70,71
Barbell Deadlift,10,70,195
Barbell Deadlift,10,70,281
Barbell Deadlift,5,90,686
Barbell Deadlift,5,50,136
Barbell Deadlift,5,50,88
Barbell Deadlift,5,90,0
Barbell Deadlift,5,90,180
Dumbbell Bench Supported Row,10,9,245
Dumbbell Row,8,9,4
Dumbbell Row,8,9,21
Dumbbell Row,9,9,20
Dumbbell Bicep Curl,16,9,110
Dumbbell Bicep Curl,16,9,116
Dumbbell Bicep Curl,8,9,115
Dumbbell Bicep Curl,15,9,10
Dumbbell Bicep Curl,16,9,109
,,,
Morning Lower Body Workout,,,
Workout Start,2022-08-16 07:53:51,,
Workout End,2022-08-16 08:56:12,,
Total Duration (seconds),3741,,
Total Sets,37,,
Burned Calories,459,,
Total TVL (kgs),13923,,
   ,,,
All Sets,,,
Exercise,Reps,Weight (kgs),Rest Time (seconds)
Machine Hip Adduction,15,67.5,0
Machine Hip Adduction,15,67.5,66
Machine Hip Adduction,15,67.5,90
Machine Hip Abduction,15,68,121
Machine Hip Abduction,15,68,27
Machine Hip Abduction,15,68,180
Barbell Back Squat,10,20,119
Barbell Back Squat,11,20,103
Barbell Back Squat,10,20,97
Barbell Back Squat,6,55,199
Barbell Back Squat,5,55,67
Barbell Back Squat,5,55,68
Barbell Back Squat,5,55,79
Barbell Back Squat,5,55,103
Machine Leg Press,12,40,280
Machine Leg Press,24,32.5,3
Machine Leg Press,24,32.5,133
Machine Leg Curl Prone,15,18,182
Machine Leg Curl Prone,15,23,76
Machine Leg Curl Prone,15,23,85
Machine Leg Curl Prone,15,23,123
Bodyweight Squat,10,0,225
Bodyweight Squat,10,0,4
Bodyweight Squat,10,0,31
Bodyweight Squat,10,0,44
Bodyweight Squat,10,0,53
Bodyweight Squat,10,0,70
Bodyweight Squat,10,0,1
Bodyweight Squat,10,0,69
Machine Seated Calf Raise,15,25,104
Machine Seated Calf Raise,15,39,48
Machine Seated Calf Raise,15,39,74
Machine Seated Calf Raise,15,59,115
Glute bridge,10,0,1489
Glute bridge,10,0,0
Glute bridge,10,0,0
Glute bridge,10,0,0
,,,
Morning Full Body Workout,,,
Workout Start,2022-08-22 07:53:10,,
Workout End,2022-08-22 08:56:01,,
Total Duration (seconds),3771,,
Total Sets,34,,
Burned Calories,481,,
Total TVL (kgs),14738,,
   ,,,
All Sets,,,
Exercise,Reps,Weight (kgs),Rest Time (seconds)
Machine Hip Adduction,15,67.5,0
Machine Hip Adduction,15,67.5,81
Machine Hip Adduction,15,67.5,183
Machine Hip Abduction,15,68,15
Machine Hip Abduction,15,68,46
Machine Hip Abduction,15,68,54
Barbell Back Squat,10,30,429
Barbell Back Squat,11,30,113
Barbell Back Squat,10,30,110
Barbell Back Squat,5,60,207
Barbell Back Squat,5,60,95
Barbell Back Squat,6,60,101
Barbell Back Squat,5,60,111
Barbell Back Squat,5,60,103
Machine Leg Curl Prone,15,18,368
Machine Leg Curl Prone,15,23,241
Machine Leg Curl Prone,15,23,0
Machine Leg Curl Prone,15,23,0
Machine Leg Press,15,40,80
Machine Leg Press,15,40,3
Machine Leg Press,15,40,129
Machine Seated Calf Raise,15,45,181
Machine Seated Calf Raise,15,79,66
Machine Seated Calf Raise,15,79,0
Barbell Bulgarian Split Squat,20,0,363
Barbell Bulgarian Split Squat,10,0,30
Barbell Bulgarian Split Squat,10,0,46
Barbell Bulgarian Split Squat,10,0,29
Barbell Bulgarian Split Squat,10,0,96
Barbell Bulgarian Split Squat,10,0,146
Barbell Glute Bridge / Hip Thruster,10,0,38
Barbell Glute Bridge / Hip Thruster,10,0,57
Barbell Glute Bridge / Hip Thruster,10,0,61
Barbell Glute Bridge / Hip Thruster,10,0,88
,,,
Morning Upper Body Workout,,,
Workout Start,2022-09-05 07:42:49,,
Workout End,2022-09-05 08:38:08,,
Total Duration (seconds),3319,,
Total Sets,30,,
Burned Calories,537,,
Total TVL (kgs),5639,,
   ,,,
All Sets,,,
Exercise,Reps,Weight (kgs),Rest Time (seconds)
Cable V-Handle Seated Row,15,5,0
Cable V-Handle Seated Row,12,9,77
Dumbbell Lat Raise,16,3,22
Dumbbell Lat Raise,15,3,23
Dumbbell Shoulder Press,15,6,167
Dumbbell Shoulder Press,15,6,87
Dumbbell Shoulder Press,20,6,83
Dumbbell Shoulder Press,20,6,79
Dumbbell Shoulder Press,8,8,93
Dumbbell Shoulder Press,8,8,52
Dumbbell Shoulder Press,8,8,70
Dumbbell Shoulder Press,8,8,36
Dumbbell Shoulder Press,8,8,62
Dumbbell Shoulder Press,7,8,141
Dumbbell Shoulder Press,8,8,148
Dumbbell Shoulder Press,8,8,63
Dumbbell Shoulder Press,8,8,80
Dumbbell Shoulder Press,8,8,61
Barbell Overhead Press / Military Press,10,20,138
Barbell Overhead Press / Military Press,10,20,84
Barbell Overhead Press / Military Press,10,20,43
Barbell Overhead Press / Military Press,10,20,85
Dumbbell Lat Raise,20,10,252
Dumbbell Lat Raise,20,10,0
Dumbbell Lat Raise,20,10,0
Cable Fly High,20,10,44
Cable Fly High,20,10,96
Cable Fly High,20,3,19
Cable Fly High,21,3,140
Cable Fly High,20,3,131
,,,
Morning Full Body Workout,,,
Workout Start,2022-09-06 07:43:02,,
Workout End,2022-09-06 08:38:32,,
Total Duration (seconds),3330,,
Total Sets,22,,
Burned Calories,307,,
Total TVL (kgs),12179,,
   ,,,
All Sets,,,
Exercise,Reps,Weight (kgs),Rest Time (seconds)
Machine Hip Adduction,15,68,0
Machine Hip Adduction,15,68,67
Machine Hip Adduction,15,68,0
Machine Hip Abduction,15,63,150
Machine Hip Abduction,15,63,46
Machine Hip Abduction,15,63,0
Bodyweight Lunge,6,0,170
Bodyweight Lunge,6,0,22
Bodyweight Lunge,6,0,52
Barbell Deadlift,10,60,213
Barbell Deadlift,8,60,126
Barbell Deadlift,8,60,153
Barbell Deadlift,3,100,433
Barbell Deadlift,3,100,122
Barbell Deadlift,5,60,439
Barbell Deadlift,5,60,148
Barbell Deadlift,5,60,79
Barbell Deadlift,5,60,93
Barbell Deadlift,5,60,92
Machine Hammer-Grip Row,33,37,192
Machine Hammer-Grip Row,30,23,26
Machine Hammer-Grip Row,31,23,32
,,,
Morning Lower Body Workout,,,
Workout Start,2022-09-08 07:45:10,,
Workout End,2022-09-08 08:38:04,,
Total Duration (seconds),3174,,
Total Sets,28,,
Burned Calories,466,,
Total TVL (kgs),13370,,
   ,,,
All Sets,,,
Exercise,Reps,Weight (kgs),Rest Time (seconds)
Machine Hip Adduction,15,68,0
Machine Hip Adduction,15,68,34
Machine Hip Adduction,15,68,0
Machine Hip Abduction,15,68,139
Machine Hip Abduction,15,68,35
Machine Hip Abduction,15,68,111
Barbell Back Squat,10,20,201
Barbell Back Squat,8,30,106
Barbell Back Squat,8,30,60
Barbell Back Squat,3,70,151
Barbell Back Squat,4,70,81
Barbell Back Squat,3,70,86
Barbell Back Squat,6,50,356
Barbell Back Squat,6,50,29
Barbell Back Squat,5,50,33
Barbell Back Squat,5,50,90
Barbell Back Squat,5,50,0
Machine Leg Press,20,25,290
Machine Leg Press,20,25,103
Machine Leg Press,20,25,0
Machine Leg Press,20,25,0
Machine Single-Leg Leg Curl,30,14,472
Machine Single-Leg Leg Curl,30,14,86
Machine Single-Leg Leg Curl,30,14,202
Barbell Glute Bridge / Hip Thruster,10,0,159
Barbell Glute Bridge / Hip Thruster,10,0,42
Barbell Glute Bridge / Hip Thruster,10,0,72
Barbell Glute Bridge / Hip Thruster,10,0,79
,,,
Morning Full Body Workout,,,
Workout Start,2022-09-09 07:44:47,,
Workout End,2022-09-09 08:12:50,,
Total Duration (seconds),1683,,
Total Sets,15,,
Burned Calories,325,,
Total TVL (kgs),3273,,
   ,,,
All Sets,,,
Exercise,Reps,Weight (kgs),Rest Time (seconds)
Cable V-Handle Seated Row,15,18,0
Cable V-Handle Seated Row,15,20.3,59
Cable V-Handle Seated Row,16,24.8,61
Dumbbell Lat Raise,17,3,84
Dumbbell Lat Raise,15,3,64
Dumbbell Lat Raise,17,3,43
Cable Lat Pull Down V-Grip (Narrow Hammer),12,34,113
Cable Lat Pull Down V-Grip (Narrow Hammer),13,34,40
Cable Lat Pull Down V-Grip (Narrow Hammer),12,34,52
Cable Rope Bicep Curl,30,9.1,118
Cable Rope Bicep Curl,30,9.1,86
Cable Rope Bicep Curl,30,6.8,94
Dumbbell Goblet Squat,10,0,138
Dumbbell Goblet Squat,10,0,35
Dumbbell Goblet Squat,10,0,31
,,,
Morning Full Body Workout,,,
Workout Start,2022-09-12 07:43:38,,
Workout End,2022-09-12 08:27:56,,
Total Duration (seconds),2658,,
Total Sets,28,,
Burned Calories,507,,
Total TVL (kgs),4861,,
   ,,,
All Sets,,,
Exercise,Reps,Weight (kgs),Rest Time (seconds)
Cable V-Handle Seated Row,16,10,0
Cable V-Handle Seated Row,16,13.6,38
Dumbbell Lat Raise,15,3,16
Dumbbell Lat Raise,15,3,26
Barbell Bench Press,17,20,133
Barbell Bench Press,16,20,62
Barbell Bench Press,8,20,76
Barbell Bench Press,9,20,66
Barbell Bench Press,9,25,142
Barbell Bench Press,8,25,56
Barbell Bench Press,8,25,54
